ID_SALES,text
HD1543A, I've been on hold for 40 minutes just to get a receipt. I know you guys are busy but I think it's time to higher more staff!
HD1573A," Spent most of the winter in NNY with Mom,  JetBlue will take me home to FL via BOS on Mon. Miss hubby, kitties, warm #countingdown"
HD4505A, @Clarkey_19 we done it with 1 truck... No biggie Å”ĀĀĀ
HS2371A," Yes, it was Sunday."
HD4154T," yeah, all 4 are rebooked for tomorrow AM. Hoping the 3rd time is a charm for no Cancelled Flightled flights!"
HD4082A, Being put back on hold for what has now been an HOUR is completely unacceptable.
HD3616A," I would like to communicate directly with a ""Customer Experience"" executive. Does Joanna Geraghty have an email address?"
HD3603A,"  I have a party of 4 booked for a flight in Aug. At 10:05am, how can I find out how much it would cost to change to an earlier fl"
HD295A, thanks. I appreciate your prompt response.
HD1188T," can u follow so I can DM a confirmation number I need confirmed to Cancelled Flight?
I will call to confirm Monday for refund"
HD783A, 5 hours delayed now in hour increments?  Really?  &amp; as Mosaic I still have to pay $25 to use lounge during this waste of a Sunday?
HD3997A, please fire the captain of flight 6232 today. He single handedly ruined every passengers day by being a piece of shit. #unitedsucks
SC2738A, DM ed u the request num
HD343A, 5 hours on the phone waiting for a call back to find my luggage #shameonyou
HD703A," be  ""Chicago's hometown airline"" care about your neighbors #SaveTheDiagonals #FlyQuiet #ORDNoise"
HC3679A," yes, I've been waiting for four hours and no one has been able to help me."
HD1749A, On flight 1220 right now...
HD4121A," I am, called Paris office this morning again, still waiting. It is in Miami but apparently tag was ""taken off"""
IC3748A," gates were DEFINITELY NOT FULL. We were parked and wheels were chocked. Customer service called it an ""UNMET ARRIVAL""!!"
CD1326A, and again! Another rep kicked butt! Naelah represents your team so beautifully!! Thank you!!!
HD350A, We tried with multiple people. I already sat on the phone for an hour and a half and got nowhere.
HD2257A, I'm try to upgrade my seats to first class but the wait time on the phone is 40 minutes... can you help?
HD4895A, yes Party is Over Å”ĀĀĀ
HD1113A, Looking for some help to recover an item I left on an airplane this evening
HD4505A, on flight 622 from Nassau to JFK. Not showing Cancelled Flightled yet but assuming it will be? Any info?
HD1459A, Why did  AA973 return to JFK? Thanks :)
HD949T," there was a closure? People here need to inform passengers, not send them gate to gate w no info on boards re: updated departures"
HD1420A,  are u paying incedentals? #noworstairline
HC2600A, Stuck in. ORD because United can't find their airplane. Lol. #upset terminal right now.
HC1229A, Good luck with the no-enertainment-on-6-hour-flights strategy. Innovation at work. Hello  http://t.co/HI76BOavXY
HD3128A, I left my iPad on my flight 1831 from ERW to DEN. I opened claim 442998. It has so many memories on it. Plz help get it back.
SC127A, You Cancelled Flight my flight and thereÄĀĀs no way to rebook on the website or app? I have to wait 35 minutes on hold? #fail cc @Delta
HX4077A, Keep up the great work :)
HD868A, please upload the March on-demand entertainment listing on your website! ÄĀĀÄ¼ĆøĀ
CD2437A, great job TYR ground crew...now let's get this bird outta here!!!  Tell flight 3200 to wait on me...be there in 45 mikes!
HS3492A, it's not just frustrating--it was PAID for! how do we get a refund?
SK1904A, why would I bother wasting my time calling them when they are gunna do nothing
HD1957A," 2nd time in a row a flight out of jfk a disaster. Last time I wasn't allowed to fly stndby, now a 2 hour delay w/out notification"
HD46A, who should I contact about a missing Rapid Rewards credit?
HIS4353T," nope. Called, lost the seating preference I paid for, and here I still sit. We'll see what happens w/ my flight Late Flightr."
HD3063A, I was returning from @FoodNetwork #SOBEWFF so I had limited carry on space in my tummy. Next flight I'll try that snack!
HN4354A," do u serve peanuts/nuts on yr flights yr policies r confusing contradictory advice Pls help #Anaphylaxis,will u ask those 2 refrain?"
HD965T, you guys SUCK! Another Cancelled Flighted flight! Every flight with you has an issue!
HD597A, look out for flying rocks this time! It's a bird it's a plane! Nah never mind it's just a rock...
HD4585A, deserves to go bankrupt. Just delayed an outbound flight with no info on the connecting flight that we're going to miss
HD2626A, Your chat support is not working on your site: http://t.co/vhp2GtDWPk
HD3202A, by the time I finally get to Dallas I could have driven with less frustration and cheaper.
HD2583T, no gate agent after 30 minutes to let us off the plane???? WTW / grounds crew is here / hope you're ready to cover my delay
HD2521T," but, what I can always rely on when I fly USAir or American is that employees will be rude and unhappy."
HD2794A, won't answer their phones #HorribleService #NeverAgain #frustrated #AnswerThePhone
HC661A, Thanks for the complimentary upgrade to first.  You are the best!
HD3678A, I'm really glad I just waited on the phone for over an hour to be sent to a voicemail. Your customer service sucks. Nothing has been
HD2083A, No Problem - he was the only person in the airport who would help :)
HD3343A, any info on delays at SFO tomorrow due to low clouds?
SM4763A, you are terrible.
HG1559A," 162, SMF to JFK!"
HD3118A, Karen with customer service was very helpful. Thank you for providing one bright spot in a frustrating situation.
HD3806A, Was told you could only refund me the cost of my original return flight (note: flight you had booked for me was more expensive)
HS2929A," glitches on website re: Flight Booking Problems travel &amp; checking in. Nothing between ur site &amp; the airport was communicated, it was a nightmare."
HD4210A," that would be appreciated. Just please don't send me to the same page with long form &amp; limited characters.
Direct email?"
HC1416A, experience exceptional service from Cherry at #DenverAirport.  #GreatService. #professionalism
SD3875A, is there not an email address I can send my issue to? you guys screwed up and rebooked my flight to the wrong day!  please help
HD365A, the wifi in the ewr lounge reminds me of the old days of dial up
HD3383A, A generic form with tons of fields asking for info you already?  Expected more as a premier platinum. Another #servicefail
HD2789T, how long is that flight? http://t.co/bCwckWtnlE
HD4364A,", if you mean beyond opaque ""maintenance issues"", yes, that would be  basic in customer service which your EWR staff can't manage."
HD1923A, full the six of us had to leave flight. And now have to wait a whole day to get a flight and my kids will miss school.
HD4435A,. thanks!
HD2856A," flight 4567 have already been Cancelled Flightled once, been trying to get home two days. Staff being very unhelpful."
HD4729T," next time I will not volunteer to let you gate check my bag for space, since you obviously can't deliver it in a timely manner."
HD3076A, None of the #LAX flights into #DFW have been Cancelled Flightled. Those landing before and after ours are fine. Completely arbitrary.
HD1113A, I wait 2+ hrs for CS to call me back re why  flt is cxld/protection &amp; they hang up the minute I answer on 1st ring?
HD4813A," yes, I will do just that as soon as I have a moment to gather my thoughts."
HD2706A, Turkish Airlines rebooked us a United flight on our second leg from FRA -&gt; IAD. Is there any way to check if upgrades are available?
HD4314A, how is it tripitPro has accurate delayed dept. times and 2hours Late Flightr I hear the same from you? Just curious
SK2533A, I'm frustrated by all of the  attitude toward #ExecPlat members. #thenewamerican
HD4030T, hey! Tried calling customer service and was told there's a 2 hour wait. This has been for the past 4 hours. Thanks! You suck!
HD4745A," @dogbuckeye No, I was on hold for 4 1/2 hours.  3 diff agents each w/ different information, frustrating, kept getting txfd..."
HD442A," It's still a valid flight. Just seems strange to delay for Late Flight inbound crew,  7 hours from now, when the plane is already here."
HD1428T," I have 2d and 3d embossed badges and patches superior to the ones you are currently using. 
http://t.co/3fq3XElbOn"
HD3456A, hi is there somebody avail who can help .....with an refund ? its unbelievable on the phone w US for more than 7 hrs in 4 days
HS2359A, Can you tell me why I waited 90 mins and then was charged the $25 phone change fee even tho I wasn't allow to make change online?
HD1390T, Thanks! I'll fill up the form as soon as I land. I don't like being duped so I hope you will appreciate my feedback &amp; will be better
HS4568A, she waved someone behind me to step forward although I explained what happened and indicated my need to make my flight
HD4994T," any way to tell our gate we are going? Stuck on tarmack, int'l flt FLT 878 going to ELM Gate F6"
CD4976T," @staralliance Very nice at LHR, congrats, but I'm sticking with AA/#BA.  @British_Airways"
HD2101A, How many tickets are left?
HD2874T,": ""Left gate 5 minutes early."" 
My thoughts: ""That doesn't count if you sit on the Tarmac for a half hour."" #comeonpeople"
HD221T, I take it as a compliment that I was mistaken several times as a member of your staff on my flight... time to remove my scarf :)
CD1832T, sitting on a plane in Philadelphia for over 20 minutes waiting just to get off the plane. Great service!
HD1119A, I'll make sure he's done that. Thanks for the help. This is a huge race for him and just trying to make sure it goes smoothly. Peace
HS3904A, the man with the smell left nd now there's this stupid girl asking me questions. can yall help.
HC2857A, thank you for your help resolving my problem Shannon ROCKS - even though Rhonda didn't !!
ST255A, flying flight 3130 tomorrow at 7:20 from PBI- I have boarding position C-42. Is flight overbooked? Have funeral to attend!
SK2168A, It's very difficult to work with Baggage claims when they don't answer the phone
HD4589A," couldn't get anyone on the phone all day, the flight you rebooked had me missing a conference.We won't be on flt 1568 tomorrow."
HN700B, and @WSJ team up offering in-flight access to journal content http://t.co/PTsbkA4cDJ
HD1656A, Flight Cancelled Flightled to BDL and stranded @Dulles_Airport. Waiting almost 2hrs at customer service. Shout out to diligent agents.
HD2747A,"Thank you, ! Much appreciated."
HD383A, UA6002 MLI-&gt;DEN. Will miss connection UA3530 DEN-&gt;YEG due to delay.
HD4079T, rqstd upgrade to mint at LAX and was told no because i used points! Why turn down $1600 bcz I used points? #trueblue
HC1332A," can your people working this contact me, I have a project in the works."
HD10A, not making a great first impression on my first flight. 20 minutes before boarding and the gate agent still can't assign me a seat?
CD4058A, great. My flight is delayed three hours. Now my friend has to wait for me at the airport for hours on her birthday. Å”ĀĀĀÅ”ĀĀĀ
HC513A," gorgeous day, hope the flight back tomorrow AM is just as pleasant! Thanks"
IC731A," unfortunately I was so startled and rushed, I didn't get the name, but will provide a description in my expanded email.  Thank you"
HD41A, Other carriers are less than half price for a round trip fare. I am stunned. http://t.co/UKdjjijroW
HS1054A, what do I need to do when TSA pre doesn't show for a flight of mine?
SC512A, Are you people cruel or just stupid? Why are you posting my personal email on the damn Internet? Have u lost your mind?!
SK3711A, We all did! Skipper's walk-around too :(
HD3212A, um no just hanging out whatÄĀĀs new w you?
HD2702A," Customer relations line had busy signal too, called the normal line and the service rep thought I was dumb for not knowing."
HVP3756T," very disappointed I wasn't ""allowed"" to change seats after checking in early online for a flight tomorrow morning."
HC2848A, how come the crew traveling on the flight gets a better seat and I get stuck checking my bag and the crews bag got on the flight.
HC4139A, @T5Sparrow Love it. They're cute
HD2937A," passengers seated, crew ready #WheresThePilot? Flt1088 from ORD. Hope he isn't at the bar."
HC3690A, would it kill you to let me know how many minutes I might be on hold?
CD312A, loved it!
SK706A, once again your lack of customer service astounds me! You are the worst airline in the history of airlines! Train your staff!
HD2319A," thank you, someone finally answered and was able to change my flight that was Cancelled Flighted bc of ice. Thank you for response"
HD806T, 4016 529557.   You going to transfer my car to me too?  Because it's at the airport you couldn't get me too...
HS2694A, if you could have ran your USExpress/PSA worth a damn I wouldn't be stuck in horrible CLT now.
HD2558A, absolutely
HG3507A, And it's 3:22 with no sign of boarding.... Can I please get another update?
HG1646A, @love_dragonss oh my gosh
HD2226A, I'm pretty sure I've got shin splits from SPRINTING through IAH only to watch my plane pull away from the jet way...
HD4483A, guys 5350 in dfw  stuck at the gate for half an hour.  Do we pull the slide or what?
HD3198A," For one way, not letting me select TO city....strange...and now some fairs look ""normal"" ????"
HC803A, as far as being delayed goesÄĀĀ¦ Looks like tailwinds are going to make up for it. Good news!
HVP2811T," disappointed with your toll free number. Terrible customer service, my flight has been Cancelled Flightled would like to get home"
HD599A," flight today showing on time online, not able to check in. Called &amp; told was Cancelled Flightled, put on hold over an hr ago. Help?"
HC324A," dropped off a luggage at IAD over 2 months ago for repair from damages haven't heard anything about it since, when do I get it back?"
HD1474T, do you know if there is wifi on this flight? If so how much is it? Thank you :-)
HS906A, Dmed you. Thank you
HC555A,"THANKS to  , I get to go to the #DestinationDragons @Imaginedragons show this weekend in UTAH @VelourLive  !!! #ThankYou"
HD2116A," hi, can you please tell me why today's flights from Chicago to DIA were Cancelled Flightled? Thanks!"
HD3834A, passengers should have been rerouted to match the intended arrival time (even if you have to incur cost to put us in other airlines)
HD3633A," Do I need to use a Chase United Club pass for my 8yr old son, or can he come in with me on my pass?"
HD3339A," honestly IÄĀĀm glad you didnÄĀĀt Cancelled Flight the flight, just that IÄĀĀll be driving home at 3-4 am now. :/"
SM1140A, I cannot even open my laptop in seat 4C and I paid a premium for this?!!   Let me out of here!
HVP1309T, My feedback and concerns via your site arenÄĀĀt going to improve my poor airport experiences.
HD4683T, you Cancelled Flighted our flights for no reason &amp; now we have been on the phone for AN HOUR on our vacation. Why?
HD1578A," on the DL, send Ethan some new pants and some ""white revive"" laundry tabs. He's a great guy, good crew, he's just, err, single."
HD3678A," Do you mean ""fortunately""? I don't want my flight to be affected! Å”ĀĀĀ"
HD2949A, yes when I got to the gate I specifically asked if there where any other seats.  Very discouraging to walk past the crew. 37d
HD2391A, I tried to return to orig booked flt. told overbooked.Gng to diff dest.Feel like we were switched on purpose bec of overbook.
HVP1687T, I want a hotel room and a whiskey.
HD2908A, Being old I will miss my connection and can sleep at OAK or get a hotel on my own dime rubs me the wrong way. I wasnÄĀĀt Late Flight.
CC1830A,", Understandable. I did try Flight Booking Problems several times for 2 passengers &amp; got the messages I mentioned before. As for the agents price???"
ST1010A, there has been NO one at the Yuma ticket counter for 30 minutes and there are about 30 people in line. Terrible service!!!
HD3877A,  been on hold  for 2 1/2 hrs. Can't get 2 airport 4 flight icy country backroads! Help pls?   #BNA
HN2048A, hi how are you
HD2012A, thanks!
HD1325A, Group Cancelled Flights close to a thousand #flights Monday http://t.co/v1RADYKEP2
HC1263A," surprise me.  Otherwise, the flight is over and I don't have a good feeling about your airline."
SC4290A, unavailable leg that registered hours after being sold out. Only option to offer after 45min was +$400/ticket or Travelocity (2of2)
HD2121A," my flight got Cancelled Flightled from GRK to DFW, then to LEX for tomorrow and I need it rebooked."
HC336A, Could you maybe hook (@FuyukaiDesuYo ) with some imagine dragon tickets tonight! SHES a HUGEEEEE FAN &amp; would really love to go
HS2499A, OMG THANK UÅ”ĀĀĀ»Å”ĀĀĀ»Å”ĀĀĀ»
HS2239A, I don't want your sympathy I want someone to make an effort to find my bag
HF4237A, I know where to check. My complaint is my ticket said dinner when I booked now it's changed to refreshments. Where's my refund?
HS16A, &lt;&lt;&lt;&lt;&lt;&lt;-------- do not reply to emails?
HN4743A," flight UA1459 sitting at newark waiting for a gate, seriously??? #threehoursLate Flight"
HD1935A, Any info for Cancelled Flightled flight 1046 tomorrow morning out of DFW? Can't get calls through to speak with anyone.
HS3307A,"  as soon as I call customer service to speak to a representative, I am disconnected"
HW2932A, so u Cancelled Flight our flight to PHX bc of SDF weather but flights 2 the NE from SDF are still going on?! WTF? http://t.co/NGG3N0wIaR
HD3058A," hi! I just bked a cool birthday trip with you, but i can't add my elevate no. cause i entered my middle name during Flight Booking Problems Å”ĀĀĀ¢"
HD3819A, flight 98 DEN to JFK already 2hrs delayed. Any idea how that might change again due to weather forecast etc?
HD3766A, Is it normal to receive no reply from Central Baggage #baggageissues #smh
HC1014A,  is there a route to flight from Mexico City to Chicago midway using your services?
HD4540A,"  if this is how your merger is going to go, you fail! Huge probls w/comm on DFW storm. Cxld rtrn flts. NOT COOL!!!"
ST4755A," When you are deciding to wreck a vacation... is losing luggage from a Cancelled Flighted flight your ""go to"" maneuver?"
HD3317A, @KyleJudah new stroller. The travel credit doesn't help cover the cost of a new stroller. Your crew ruined it and therefore should
HD4043A, get a clue. I am a 1K/2mm miler and that is the response you give?
HS144A, - we're sitting in UA1088 getting delayed because the operations can't find captain. #ridiculous #united
HD3114A," And also, it's great that you tweet @ complainers, but what about the in-person help when I need it? Robyn F. in Manch = useless."
HVP4062T, you have the worst reps at Jacksonville airport. So rude and totally not helpful at all!
HD78T, You guys are just being disrespectful at this point... learned my lesson about this airline
HD2018A," if I paid for ticket with advantage world executive card, do I pay baggage fees when flying us airways? Wife traveling now"
HC4108A,Decisions Decisions @MandarinJourney :  We'd love for you to try our service. We offer status match too. http://t.co/xbQqqbRgVF ^KPÄĀĀ
HD2798A, @PHLAirport we don't control your stupidity in not having room to have a plane come in. You better not mess with us now.
HD4104A, thank you for correctly interpreting my last tweet as non sarcastic and delaying my flight again. YYZ Terminal 3 dance party?
HD3560A," I absolutely knew you would try to blame weather to deny us vouchers in Phoenix. Totally false, was a crew issue."
HC2132A," - I bet you don't, but I'm the paying customer here. I know how to check for flight delays, thank you."
HC4702A, 8:30 departure?  Sure. Is there a catering strike at JFK?  @FoxNews @CNBC @BloombergRadio http://t.co/HPgXYZRW8o
HD2414T, private jet would have been cool! Do does not work. I'll try again
HD153A,@Sb5551 Sounds like   should have planned better since this weather was no surprise. Completely unacceptable wait times!!!
HS2846A, tried to book a flight IAH-MNL departing 3/31/15 returning 4/17/15 you are advertising 9 flights for $1051 that can't be book!
HD612A," we then had to deplane, and change planes."
HD4698A," Are you having any issues with online check-in? My colleague and I are getting ""Webpage not available"" after submitting online form"
HD4206A," I have LITERALLY been on hold since 3am est.PlatinumEventually hung up &amp; again back on hold. Understand weather, but ridiculous."
HC2022A, cldnt be happier w the many plastic wing pins given to me on flight 494. I love them! Amazing staff! So nice http://t.co/CbV7f3KBKx
HD1255A," FYI, I'm onboard #616 comfortably travelling to JFK, seat was no problem as you said. Thanks for making flying more civilized!"
HS1149A," A3 Gold. So the international baggage limit apply when booked on 1 ticket,even for a domestic leg?  What if I travel with 2 friends?"
HD4580A," yes it is in Dulles and I need it delivered to the Embassy Suites in Herndon, VA. I'm still in Chicago from the fiasco in LAX"
HN3257A," Empty 1st class, Chairman can't move up due 2 silly award travel rule trumping common sense - customer service fail again!"
SC2149A," I am VERY disappointed with @SilverAirways as your partner. No communication, 2 extremely Late Flight flights. Really, all around horrible."
ST925A,"  we understand air delays which are out of your control, terrible telephone support, apps and online access that do not work??"
HD328A, your website is seriously horrible and so is your  call center!! Almost makes it tempting to fly someone else!! #sodone
CC3480A," hey awesome peeps, what's up with flight 1159 from Boston? Delayed 3hrs?"
HD1248A, why are your SFO-&gt;BOS nonstop flights not competitively priced with those of JetBlue and Virgin? $179 vs $324. Identical times.
HS3411A, I have a flight voucher/confirmation code but there is no where for me to enter it on your checkout page while Flight Booking Problems. Pls help
HD364A, I would like to receive offers.
HC2456A," Kewl. Will also let them know the overhead bin over my row was ""Inop"". I love a good abbreve."
HD868A, so the fares I see for flights in fall are the ABSOULUTELY LOWEST they will be?
HD2426A, I love the dancing little richard. cool beans.
HC3006A, I know you can't control weather but you can control how you treat customers..#shafted
HD1518A, cool shot of the moon and one of your fleet http://t.co/kl9BAiMES6
SC1104A," sorry, I meant flight 4420, which was supposed to depart at 5:00, now says 6:30. What is the issue?"
CC3238A, Joanna did a WONDERFUL job!  Thank her for me?
HD4881A, i will be writing a very detailed letter to you all about this experience today. I have never experienced such awful cs ever
HD375A, you changed my AAdvantage travel plans &amp; I called 800-433-7300 to get help but it sea ur too busy &amp; hangs up on me. What gives?
HD4412A, @PHLAirport how can a plane scheduled to come in on time and actually happen. Then you bozos don't have any room us. #incompetent
HD1561A, roundtrip to London on @Delta ? I think I will! FYI that's another $1k you just lost. #moneynotspentonunited #unfriendlyskies
HD1814A," Been dealing with a Cancelled Flightled flight since last night &amp; was booked to a 6:15 flight,wouldve at least liked to see Ella perform lol"
HD919A, Have clients with an 11 hr layover at IAH (during the day). Will they have to claim &amp; recheck luggage. Or will it be taken care of?
SC3409A, bad weather shouldn't mean bad service
HD3062A, Can't help now as all seats have been taken.  There has to be a way to handle high volume of call days.
HD1865A, I love you guys! Had to take a few other airlines this week...makes me love and appreciate y'all so much more! #onlywaytofly
HD3765A," thank you for Cancelled Flighting my flight, last minute of course, to #GIS2015. I'm now missing one full day of my trip thanks to this!"
HD2397A, thnx for quick reply but don't think you can assist. Our intl grp will be put to considerable inconvenience today.
SK3476T, give us no information and an attitude.
HC4564A, you'll be hearing from me for sure.
HD517T, UA1023 sitting on Tarmac at ORD when there are visibly gates open. Reassign our gate.
HD3689A, Also your at-gate monitor showed 23 empty seats
HD2305T, I will. Thank you for at least tweeting me back:) better than most. Å”ĀĀĀ
HC1446A, bags arrived - I sure miss the customer focused days when I used to fly @ContinentalAir1 Here's hoping  wakes up
HD2378A, what's the status of flight 1008 BogotÄā-Houston?
HD2707T," thanks, got put on the am flight tomorrow.  Don't have much faith it'll get off the ground tomorrow though."
HD1012A," #1007 Houston-Bogota boarding again, safety first, it seems the mechanics fixed the problem faster, good energy to fly home/family"
CD494A, please secure the 'footrest' shelf' in business class on A330 airplanes!!! http://t.co/ZL4bVEXmcJ
HD1060A, the jetway because he felt I was disrespectful. I have never been treated this way particularly when I was trying to be a good c
HG3123A, thank you.. Appreciate the response
HC3194A, just sent it
HD4520A, was so on point for 5/6 of my flights this past week . . But this last one really sucks shit
CD3358A, now flight is book and I have to fly standby if they will allow me to check in before the flight takes off
HD2212A, much respect!
HS3639A," they absolutely guaranteed us we would sit with our kids. Your ""terms"" response is insulting.  #jetblue"
HO4765A, to operated #B767-300ER from #Newark to #Zurich @ZRH_airport replacing B767-400ER between 6MAY-23SEP instead till 23OCT #avgeek
HN3923A, are you guys gonna be giving away any tickets for @Imaginedragons at @VinylVegas? #DestinationDragons
HD1826A, Flight 3744 (N284WN) departs @FlyTPA enroute to @PHXSkyHarbor http://t.co/Bd5tvr3Gcy
HS4619A, The Flight Booking Problems section of your website seems to be broken on Chrome. Might wanna look into that.
HD2953A,. being delayed 3 hours for a one hour flight is more than frustrating. I'm also unable to get a decent meal at this hour.Never again
HS838A," check the head of the plane, there has been dynamite placed onto it"
HD2968A," Not appropriate to ask in public (hence the dm). each united employee, each a new answer. your process was such a hassle i Cancelled Flighted."
HD565A," just did, thank you"
HD4358A, involuntarily bumped your passenger and can't guarantee them another flight for three days!
HC323A, AA Gate Supervisor emplid 600117 allowed flight AA67 to leave JFK to SJ on 20feb15 w/o 8 customers that made final boarding call.
HD710A," flt 4439 is on the ground, but you don't have a gate for us at dca. Why is this happening?"
HD2259A, got it. All set - Thanks!
SK2533A, I'm frustrated by all of the  attitude toward #ExecPlat members. #thenewamerican
HN2530A, why don't you allow families with small children to board first anymore? Our next flight will be on another airline...
SG3197A, Educate Bohol is a 501(c)(3) w/all volunteer staff. I can help the kids or buy a plane ticket--I can't do both. Can you help?
HD2209A," Yes, though they have not located the bag yet. It was a lovely flight outside of that."
HD2428A, @TifffyHuang I met my twitter friend waiting outside the Troubadour #DestinationDragons http://t.co/lf69waf5ad
HD1920T, i sure will
HD1322A," @nickcunningham1 Except now there is no wait time, the phone system just hangs up on you. So continuing to hold won't help."
HD4066A, At what time?  All these passengers were sitting on a hot plane with no air and no communication for over 2 hours. Just wrong
ST4549A," @nburnside26  U hate delays, too?  But u have her $$ &amp; are holding her hostage!  #GoingForGreatnessFAIL"
HVP498T, what's happening with 1217 Phl to LAX? Now 3 hr delay. Poor communication!
HD1842A," cool, thanks."
HD4836T," flight 99 to DCA 2 delays, I'm all for erring on the side of safety but it's an inconvenience to people with connecting flights!!"
HD4384A," You rerouted my bf's flight and he's diabetic with little insulin; even though we tried to change it, the agent wouldn't do it"
HC1669A, Still love you guys. But get me to Vegas already! ÄĀĀÄ¼ĆøĀÅ”ĀĀāÄĀĀÄ¼ĆøĀÅ”ĀĀĆøÅ”ĀĀĀ²
HC4287A, - done :)
HD1087A, that's fine. I'll take them.
CD2882A, fly my child
HN3494T, Another delayed United flight. I should not be this surprised or upset. I'm mostly disappointed I have to Cancelled Flight my trip with my dad
HS4001A, Gnight checked in at POS &amp; supervisor was unaware of policy. That sucked having to guide him to the internet. He was v unfriendly
HD309A, searched for mileage tickets to BOM couldn't find a single one is saver awards - I see how you play.  Earn miles but can't use them.
HS2013A, I'm on flt 700 lax to FLL both ppl are sleeping so Id rather not disturb in flight. Tried to dl movie no go http://t.co/Nh2i9ZlzMk
HD2464T, how can I get travel question answered quickly... Online and calling not helping with this busy day
HD2532A, takes my money at once but then requires 7 to 10 days to process a refund? Why does your auto attendant hang up? #usairwaysfail
HD4575A, freezing in the plane
HS1913A, @cspkcats let us know if we can help
HD856A," Thank you, but I'll be Cancelled Flighting my return flight, as I've already rebooked with another airline so I can get home today."
HD777A," she's still stranded in DC. Sat until 3:30am with 100 other kids. They were starving, and exhausted."
HD3782A," delayed on the way to Puerto Rico and delayed on the way back to New York, this is disgraceful"
HD2063A, here you go... Your napkins pretty much say it all! http://t.co/OxY1Jnpjm3
CD292A," I need the phone number to baggage claim in LAX, my mom left her phone and someone called saying they would put it there but on"
HD95A," I ended up emailing my #Complaint to customer.relations@aa.com, hope that works. #TravelProblems"
HD549A, you guys suck!
HC4849A, sooo earlier i said i couldnt fly with you for my school trip but now i can! Å”ĀĀĀ
HD989A, Yup. MCO. 82ÄĀ°!!
HD4210A, give me tickets to atlanta! I would do anything!  Anything Å”ĀĀĀ
HD1775A, : Premier provider of missed connections! #usairwaysfail
HD2962A," yeah, the mark was like a mile back. Also we're an hour Late Flight. So thanks a ton for the great service today."
CC139A," Thx, someone picked up after 45 minutes"
ST1130A," And by the way, I'm planning it while I've Ben waiting in the line at customer service in PHX...for over an hour!"
HC3551A," yes, would love an upgrade or voucher,  please give me a call 9148445695"
HC4693A, had a potentially stressful situation in reFlight Booking Problems a flight which she diffused and helped make awesome!
HX734A," 877 from amsterdam to ewr, 02.27.2015, 737-300."
HP405T, stop picking on us #CLE http://t.co/VTqE8m1L3i
HD4392A," a baby shit its pants half way through my flight and it smelled like shit, what are you going to do about this?"
HD4270A, What is your phone number. I can't find who to call about a flight reservation.
CD4823T," we are delayed in San Pedro, Belize. We are scheduled to fly out at 3pm from Belize City to Houston. Will you wait please?"
CD2764A," i hope it takes you 6 hours to get home when it should take 20. my flight was Cancelled Flightled because they ""couldn't staff the plane"""
HD2545A," I can tell you. Your airline has lost mine and my families business. 
This day and age message through Twitter travels fast."
CD897A, u guys suck
HG2823A,", my dads vacation to SXM got delayed a day because of  shoddy service. Earliest FLL &gt; SXM flight? trying to hep him out"
HD1558A, Yo yo yo stuck on the tarmac for over 2 hours at @fly2ohare ... Going to miss my ride at @flypdx help please! #HelpImStuck #United
HN3890T," on hold for 3 hours...got an agent, immediately txfd me to change cncdld flight...told it would be 1 min, 80 min Late Flightr, waiting"
HD3946A," Yeah, I tried that about 10 times for two different tickets, and it told me to ""Try again Late Flightr""."
SK4626A, Just had the worst experience ever flying with you
HC2554A, of course. But interesting how United doesn't seem to have a good sense on what's happening with flight
HS4117A, Thank you thank you thank you
HD1710A," basically stole my glasses, and now I can't drive or see in my classes and they're not answering my phone calls. #thanksJetBlue"
HD779A, your seat assignment process when Flight Booking Problems is misleading. I'm not paying extra to select a seat.
HD3306A, Oh that totally looks on par with 's Admirals Club; any way you can slide us a couple passes? ;)
HD2306A, Can you check on he status of my EXP membership card? Need the physical card to access some international lounges soon.
HD306A, thanks for replying-I feel a little better we'll see how it goes ÄĀÅÄ¼ĆøĀÄĀĀÄ¼ĆøĀ
HS3525A, says   is the final carrier . Us air doesnt have it. I want my bag!!! Not a claim not an im  sorry. I want my clothes!!
HD58A," the most frustrating flying experience. One continuous ""I dunno what time you will leave today. "". Dunno?! That's code for ...?"
SM491A, @JosephTReis Dont bother. They dont pick up the phone. Worst customer service going
HD1845A, @EdPlotts don't bother trying to get anywhere with their customer service team either as take 2+ months and counting to reply
HD588A, I'm not sure what happened to my USAirways status when the merger took place.
HD3600A," thanks for the recommendation. We've been sitting here for 45 minutes, last update was 35 min ago."
HD357A, 32 people getting pretty tired about no action on solving the problem plus missing a day of vacation and skiing
HW1369A, microsecond too Late Flight so very very sad Å”ĀĀĀÅ”ĀĀĀÅ”ĀĀĀÅ”ĀĀĀÅ”ĀĀĀÅ”ĀĀĀ­Å”ĀĀĀ­Å”ĀĀĀ­Å”ĀĀĀ­Å”ĀĀĀ¢Å”ĀĀĀ¢Å”ĀĀĀ¢Å”ĀĀĀ¢
CN2992A, Yes. Confirmation number and all.
HO2082A, companion pass please!
CD2972A, @pbpinftworth iPhone 6 64GB (not 6 plus)
HD2961A, how do you manage to place a family of 5 into a plain with none of them sitting next to each other one of them being a 3yr old
HD1721A," nvm, gate said they're holding connections. Thanks for quick response!"
HS1732A, What do you call that??!!
HD1607A, I have almost 3 million miles w u so I am loyal to u.  When r u going to reciprocate?  What a joke
CD2517T," @PDQuigley any progress? Good luck, Patrick!"
